finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
1136,TataModel_17,2020,USA,1336,59597996.43,3563960.19,14294.42,55160.50,44609.28,5.98,7.58,697.77,13017.19,8664.49,2817.51,6157.03,6.74,USD,0.79,-953567.94,59584281.47,56808.46,59541187.97,4517528.13,13415.38,11261.49,49601.02,3316.72,3710.98,59548215.67,59534800.29,55017272.16,2862.08,4917655.00
1137,TataModel_17,2021,USA,5531,84055273.51,14196935.69,8004.76,29558.87,15197.12,16.89,13.58,1082.01,9622.31,1201.30,17631.52,2630.20,9.53,AUD,0.67,2782229.55,84044569.19,98764.81,83956508.70,11414706.14,2463.80,55388.81,10067.85,1892.41,5720.34,83964121.45,83961657.65,72546951.50,2179.00,1629423.00
1138,TataModel_17,2022,USA,1448,60792141.30,13787657.65,8406.16,36388.07,41983.52,22.68,11.23,1495.64,9799.46,5017.78,6304.10,776.88,10.73,GBP,1.35,6960700.18,60780846.20,61517.45,60730623.85,6826957.47,11086.28,12404.41,40730.74,11977.12,5559.50,60748160.47,60737074.19,53910116.72,4306.30,3117861.00
1139,TataModel_17,2023,USA,3628,117337950.37,14280028.56,14732.22,61296.78,32342.32,12.17,14.55,1018.84,18758.13,2164.42,3615.45,3942.66,3.75,AUD,0.71,-2792643.22,117318173.40,65213.96,117272736.41,17072671.78,8681.11,12895.68,41531.11,5066.63,4971.27,117282774.31,117274093.20,100201421.42,3128.33,2389415.00
1140,TataModel_17,2024,USA,4152,241448357.49,63380193.84,17465.25,53394.84,58152.30,26.25,15.32,191.67,16020.82,7088.55,11723.71,1259.41,4.84,GBP,0.51,26390305.47,241432145.00,18755.61,241429601.88,36989888.37,11162.57,82539.81,44177.07,7888.30,3112.51,241440602.69,241429440.12,204439551.75,1711.67,4512303.00
1141,TataModel_17,2015,UK,6889,259078196.55,19456772.56,19684.09,36805.40,37607.52,7.51,13.56,356.38,15721.36,3773.03,4528.63,2718.57,4.29,JPY,1.25,-15674230.89,259062118.81,49868.69,259028327.86,35131003.45,2806.97,40556.43,8457.35,3379.18,3531.63,259035238.67,259032431.70,223901428.25,1053.80,4226290.00
1142,TataModel_17,2016,UK,206,12432236.28,2626931.53,5843.51,63232.96,60350.66,21.13,15.44,747.14,3891.85,10153.25,17414.90,7472.58,8.69,USD,1.26,707394.24,12427597.29,36326.15,12395910.13,1919537.28,9513.17,118602.77,37140.77,10687.77,823.95,12407421.85,12397908.68,10478371.40,4979.97,4390892.00
1143,TataModel_17,2017,UK,2258,24883107.29,6367587.15,13982.31,22739.52,11019.98,25.59,8.31,147.41,20368.70,7271.74,13106.48,5657.04,7.48,USD,0.99,4299800.94,24862591.18,82973.97,24800133.32,2067786.22,4895.87,23266.11,58899.52,9882.45,3211.66,24813227.43,24808331.56,22740545.34,4555.51,2834547.00
1144,TataModel_17,2018,UK,6244,76665333.51,20369979.11,6847.37,72162.58,12278.24,26.57,16.45,247.29,22656.40,6198.68,18173.69,4547.34,3.95,AUD,1.19,7758531.75,76642429.82,55411.43,76609922.08,12611447.36,3267.46,56824.73,7113.88,7546.99,3527.09,76620996.16,76617728.70,64006281.34,4348.06,2429274.00
1145,TataModel_17,2019,UK,4727,126913120.89,16397175.22,4335.57,73800.78,26848.56,12.92,10.12,404.41,10079.32,5069.36,13231.43,5630.21,4.86,AUD,0.65,3553567.38,126902637.16,45180.54,126867940.35,12843607.83,13114.66,15418.51,22981.85,11049.03,4995.54,126883984.92,126870870.26,114027262.43,1244.77,4663277.00
1146,TataModel_17,2020,UK,4893,332795100.00,71517666.99,17752.24,58303.34,68014.53,21.49,7.92,109.17,6311.50,9836.45,15737.23,1275.75,10.67,INR,0.76,45160295.07,332788679.33,50955.26,332744144.74,26357371.92,10689.68,17021.04,55628.48,8960.55,6480.95,332759586.24,332748896.56,306391524.64,2452.28,1090799.00
1147,TataModel_17,2021,UK,5982,49025604.71,13433015.69,4157.40,38595.33,8195.52,27.40,15.22,577.10,22027.99,2698.18,5939.64,6147.62,10.21,GBP,0.73,5971318.65,49002999.62,91873.05,48933731.66,7461697.04,11354.07,100294.26,7576.32,9173.13,6641.92,48949546.71,48938192.64,41476495.60,2589.93,1915808.00
1148,TataModel_17,2022,UK,6189,305513614.04,40969375.64,7344.58,62741.51,49363.97,13.41,13.97,697.27,11888.12,1079.69,9655.26,3008.34,6.61,GBP,0.62,-1710876.24,305501028.65,69889.07,305443724.97,42680251.88,13039.72,52555.71,58348.88,10757.18,1048.73,305455530.88,305442491.16,262762239.28,2351.22,2527290.00
1149,TataModel_17,2023,UK,1542,35673547.67,6053801.04,11455.44,48889.33,23134.60,16.97,7.86,1359.26,8926.44,4734.32,15604.01,7023.17,7.77,USD,0.72,3249860.19,35663261.97,78524.81,35595022.86,2803940.85,8492.31,20936.23,57154.55,9558.81,3865.09,35608446.76,35599954.45,32796013.60,2419.68,1401627.00
1150,TataModel_17,2024,UK,3526,34266076.72,4392911.04,14477.75,74150.28,9718.12,12.82,17.99,694.72,3433.26,9469.45,17634.00,2580.26,9.41,JPY,1.08,-1771556.17,34261948.74,97362.70,34168714.02,6164467.20,2305.01,29975.63,39964.95,2448.82,5630.47,34176793.31,34174488.30,28010021.10,1264.78,3988598.00
1151,TataModel_17,2015,Germany,1873,10575187.80,2436523.27,19955.09,64143.83,5646.12,23.04,12.74,1325.46,22503.00,4988.18,5001.07,7574.53,6.43,EUR,1.07,1089244.34,10551359.34,67223.66,10507964.14,1347278.93,7013.93,103524.32,43218.97,11640.29,6735.84,10526340.27,10519326.34,9172047.41,1792.47,2162398.00
1152,TataModel_17,2016,Germany,1496,29362610.13,5884267.07,8511.96,35105.01,19627.41,20.04,6.63,637.54,10061.73,9828.70,7063.57,1858.32,3.08,JPY,0.96,3937526.02,29351910.86,91454.82,29271155.31,1946741.05,1326.37,106827.52,21044.91,8880.69,788.52,29280824.52,29279498.15,27332757.09,1903.85,4876578.00
1153,TataModel_17,2017,Germany,4851,58953572.58,11649225.94,6563.38,32918.80,12152.87,19.76,12.25,1014.40,7733.80,7984.26,3861.73,3158.22,11.94,GBP,0.78,4427413.30,58944824.38,91930.26,58861642.32,7221812.64,4413.77,31985.97,51215.73,8865.57,1458.53,58871966.42,58867552.65,51645740.01,1448.00,4976206.00
1154,TataModel_17,2018,Germany,6035,152682853.90,12138286.89,15639.72,41703.67,25299.56,7.95,11.99,1197.55,7275.78,1277.70,8163.15,6828.81,7.57,GBP,1.31,-6168387.30,152674380.57,90425.38,152592428.52,18306674.18,12855.40,70643.22,14937.83,5211.88,1386.72,152599027.12,152586171.72,134279497.54,3775.15,4871899.00
1155,TataModel_17,2019,Germany,4511,117943983.57,29403435.10,17070.48,73294.51,26145.86,24.93,12.18,272.51,16615.17,1765.42,16262.79,2897.30,8.32,AUD,0.89,15037857.90,117927095.89,64602.92,117879380.65,14365577.20,11940.82,28786.86,44449.07,3438.63,1069.09,117883888.37,117871947.55,103506370.35,1368.27,4020754.00
1156,TataModel_17,2020,Germany,6630,329752387.40,45637730.42,6369.10,65226.67,49736.41,13.84,15.23,1275.51,5141.12,7243.07,14158.06,1425.33,5.67,INR,1.43,-4583558.18,329745970.77,17298.10,329735089.30,50221288.60,2499.45,54638.77,39846.61,11745.08,4100.31,329750934.69,329748435.24,279527146.64,2969.92,3775538.00
1157,TataModel_17,2021,Germany,3231,85253878.89,22941818.81,7929.33,31956.65,26386.22,26.91,11.40,558.99,19080.92,4053.09,9524.51,2628.15,4.61,INR,1.04,13222876.62,85234238.98,42244.88,85211634.01,9718942.19,1576.83,48494.27,15854.29,11679.71,6350.68,85229664.40,85228087.57,75509145.37,2768.98,3787230.00
1158,TataModel_17,2022,Germany,5740,341233947.65,17539424.91,10261.19,71982.01,59448.42,5.14,7.91,1042.73,5181.41,14772.47,12983.40,3281.53,6.90,AUD,0.83,-9452180.35,341227723.51,58768.10,341175179.55,26991605.26,8588.67,36458.62,28943.86,8184.88,3575.38,341186939.81,341178351.14,314186745.88,3489.13,3550700.00
1159,TataModel_17,2023,Germany,1133,21035618.24,4453240.38,4593.31,57168.19,18566.30,21.17,11.93,659.37,11335.40,12443.33,2926.11,616.06,11.76,USD,0.88,1943691.13,21023623.47,92258.30,20943359.94,2509549.26,4843.12,78424.62,42022.97,3241.59,6718.78,20953320.31,20948477.19,18438927.93,3157.77,4014032.00
1160,TataModel_17,2024,Germany,1981,137848276.22,28093478.69,5746.68,22176.31,69585.20,20.38,12.09,906.47,21068.51,9345.37,9355.26,4021.72,10.14,USD,1.18,11427622.10,137826301.24,19009.28,137829266.94,16665856.59,14167.55,68927.06,57179.39,9506.71,2261.20,137841034.85,137826867.30,121161010.70,1476.25,3036675.00
1161,TataModel_17,2015,France,6019,121869413.04,26238484.63,11279.05,60651.27,20247.45,21.53,19.74,1353.69,4962.51,13851.12,5944.94,1246.49,11.28,USD,0.93,2181462.49,121863096.84,28125.37,121841287.67,24057022.13,8814.07,78102.80,33705.07,6059.66,882.85,121848230.18,121839416.11,97782393.98,3940.39,2866758.00
1162,TataModel_17,2016,France,6573,78583218.54,9304253.08,8794.22,39730.62,11955.46,11.84,7.30,1097.45,20448.72,14967.76,9821.43,6700.83,4.16,USD,0.74,3567678.12,78561672.37,45338.08,78537880.46,5736574.95,7162.09,96630.49,50789.40,10982.80,4957.04,78553820.30,78546658.21,72810083.26,2372.46,3972453.00
1163,TataModel_17,2017,France,2900,177561390.57,23597908.81,8150.40,36658.89,61228.07,13.29,16.48,1268.90,6458.00,1268.48,18438.37,5284.09,11.12,INR,1.36,-5664208.36,177553663.67,14614.64,177546775.93,29262117.17,13945.44,35160.89,41559.95,11944.79,2014.55,177560735.27,177546789.83,148284672.67,3919.50,1574961.00
1164,TataModel_17,2018,France,6727,432458715.71,73777456.90,15856.00,71069.33,64287.01,17.06,14.98,742.52,3615.42,10090.90,9488.68,7956.19,10.15,AUD,1.16,8995141.29,432454357.77,42495.26,432416220.45,64782315.61,1440.45,70393.13,25968.87,1497.94,1833.49,432419551.88,432418111.43,367635795.82,4305.18,4809991.00
1165,TataModel_17,2019,France,2563,105277844.00,22350486.28,19081.37,64144.68,41076.02,21.23,5.94,986.94,8470.16,5991.53,12712.42,2908.03,3.34,EUR,1.13,16096982.35,105268386.90,48936.53,105228907.47,6253503.93,6120.43,30757.30,52468.55,1647.69,5124.41,105235679.57,105229559.14,98976055.21,4871.49,2856293.00
1166,TataModel_17,2020,France,4658,164021236.87,43416421.40,9360.55,70495.99,35212.80,26.47,7.83,1132.21,13460.69,13377.83,4032.32,6631.65,3.37,EUR,1.25,30573558.55,164006643.97,97338.34,163923898.53,12842862.85,14241.18,58610.48,26841.13,10392.01,2671.57,163936962.11,163922720.93,151079858.08,2683.63,2115682.00
1167,TataModel_17,2021,France,3660,146734999.12,24475397.85,15888.67,36281.95,40091.53,16.68,15.96,464.65,7855.48,6435.48,5559.04,4302.71,8.94,EUR,0.69,1056491.99,146726678.99,37581.21,146697417.91,23418905.86,11159.21,44588.09,53549.12,3206.80,712.20,146701336.91,146690177.70,123271271.84,4544.79,2759261.00
1168,TataModel_17,2022,France,1539,58656253.86,7742625.51,15273.77,27136.14,38113.23,13.20,17.81,397.41,16088.92,4706.46,13502.48,1888.34,10.47,INR,1.25,-2704053.30,58639767.53,99836.48,58556417.38,10446678.81,5220.43,108486.96,5982.22,5640.08,1400.97,58563458.43,58558238.00,48111559.19,1574.85,1787038.00
1169,TataModel_17,2023,France,2488,107241962.05,15292703.79,18355.01,56326.32,43103.68,14.26,16.44,591.50,22466.67,10741.72,14338.34,7753.15,11.75,EUR,0.53,-2337874.77,107218903.88,85301.19,107156660.86,17630578.56,14216.44,21840.05,43010.15,10156.56,4257.64,107171075.06,107156858.62,89526280.06,2610.51,2648474.00
1170,TataModel_17,2024,France,4916,218026892.76,28299890.68,7483.66,36651.05,44350.47,12.98,12.86,337.58,10142.41,5769.89,6917.16,2481.10,3.94,USD,0.73,261632.27,218016412.77,41701.86,217985190.90,28038258.41,12209.50,60846.10,10213.51,6076.18,2724.34,217993991.42,217981781.92,189943523.51,3502.67,2306836.00
1171,TataModel_17,2015,Australia,2074,85863425.96,12802236.81,18635.07,57840.80,41399.92,14.91,7.54,572.76,24724.14,7752.97,5727.45,3283.06,5.50,USD,0.80,6328134.49,85838129.06,74212.33,85789213.63,6474102.32,3459.28,55232.81,47120.46,4601.17,878.27,85794693.07,85791233.79,79317131.47,2627.08,1593200.00
1172,TataModel_17,2016,Australia,5614,380400727.63,54777704.78,4728.40,57697.72,67759.30,14.40,15.76,446.07,12565.30,14211.16,15811.88,2693.60,11.35,INR,0.64,-5173449.90,380387716.26,82339.93,380318387.70,59951154.67,2059.11,114704.44,21800.93,3707.35,1555.98,380323651.03,380321591.92,320370437.24,4567.73,4083457.00
1173,TataModel_17,2017,Australia,4675,306190484.64,20637238.66,14739.15,48395.82,65495.29,6.74,6.67,717.16,22744.35,2020.80,11924.22,3170.00,4.78,AUD,1.22,214333.34,306167023.13,29559.85,306160924.79,20422905.33,1056.71,44247.29,22103.56,8743.73,4870.75,306174539.27,306173482.56,285750577.23,2860.53,1977179.00
1174,TataModel_17,2018,Australia,1920,37960118.14,11110926.58,13366.13,63368.36,19770.89,29.27,15.71,497.18,4799.47,13736.37,6731.44,2439.07,5.61,GBP,0.96,5147392.02,37954821.49,47042.97,37913075.17,5963534.56,5761.84,69641.28,55995.06,9360.42,3969.53,37926405.12,37920643.28,31957108.72,3597.84,2653654.00
1175,TataModel_17,2019,Australia,5878,267522127.03,24906310.03,8962.66,58339.75,45512.44,9.31,19.72,178.16,3956.08,4786.34,11433.50,3816.89,11.82,AUD,0.95,-27849053.42,267517992.79,38392.54,267483734.49,52755363.45,7456.60,27998.81,13193.77,1192.12,7459.57,267492386.18,267484929.58,214729566.13,2807.64,4515610.00
1176,TataModel_17,2020,Australia,1609,21029104.60,6283496.46,9224.05,61379.92,13069.67,29.88,8.58,860.03,18876.29,8315.07,13864.49,2819.46,9.05,EUR,1.35,4479199.28,21009368.28,62564.11,20966540.49,1804297.18,10698.33,43667.29,42836.89,6254.57,1615.22,20974410.28,20963711.95,19159414.78,3150.73,4111938.00
1177,TataModel_17,2021,Australia,5727,186017269.60,34115567.25,5955.73,41743.80,32480.75,18.34,15.88,521.15,8818.16,14100.71,7103.48,2573.99,4.72,INR,0.83,4576024.83,186007930.29,84274.31,185932995.29,29539542.41,7111.75,100871.53,50145.25,4436.21,4245.12,185941676.62,185934564.87,156395022.46,2752.13,4449287.00
1178,TataModel_17,2022,Australia,2328,35231154.96,2705752.70,12042.37,33219.15,15133.66,7.68,14.57,523.41,23982.22,1467.25,7695.97,2840.68,6.87,JPY,1.21,-2427426.58,35206649.33,88925.39,35142229.57,5133179.28,10725.46,43134.56,52226.95,9290.96,6785.16,35158305.69,35147580.23,30014400.95,4626.50,2196982.00
1179,TataModel_17,2023,Australia,6847,234537089.64,49065159.15,11107.14,73996.07,34253.99,20.92,8.64,255.82,19917.87,1844.58,2726.19,6512.47,7.73,INR,1.43,28801154.61,234516915.95,81706.37,234455383.27,20264004.54,3177.18,27851.52,15117.12,10941.59,6086.62,234472411.48,234469234.30,214205229.75,4615.38,3878308.00
1180,TataModel_17,2024,Australia,239,4926246.56,500999.28,18425.62,22948.72,20611.91,10.17,9.02,179.58,4768.06,3690.96,10789.49,4277.28,11.63,JPY,1.50,56651.84,4921298.92,52994.29,4873252.27,444347.44,8027.59,36062.06,7908.78,7900.16,1951.13,4883103.56,4875075.97,4430728.53,3311.73,1318468.00
1181,TataModel_17,2015,Japan,3150,104616162.67,9760687.98,14068.25,68429.67,33211.48,9.33,5.81,602.39,22601.34,8515.76,12406.19,2850.33,7.38,USD,0.64,3682488.93,104592958.94,19894.47,104596268.20,6078199.05,9262.10,99530.09,5108.98,1189.84,2827.31,104600285.35,104591023.25,98512824.20,4689.49,3863260.00
1182,TataModel_17,2016,Japan,6097,232761653.75,46552330.75,9608.19,36992.71,38176.42,20.00,17.78,1119.35,14674.39,12564.84,19949.62,7313.64,11.71,GBP,0.55,5167308.71,232745860.01,76601.41,232685052.34,41385022.04,8963.58,61027.51,55333.68,2644.06,5458.90,232693155.30,232684191.72,191299169.68,2548.43,3871276.00
1183,TataModel_17,2017,Japan,1402,67537211.82,16762735.97,12387.10,74590.07,48172.05,24.82,16.52,1139.27,20199.82,11409.19,14238.67,4640.28,10.42,INR,0.66,5605588.58,67515872.73,64992.47,67472219.35,11157147.39,9677.56,22183.45,16949.61,2544.04,5420.54,67480183.93,67470506.37,56313358.98,1532.82,3675563.00
1184,TataModel_17,2018,Japan,4510,204101632.88,28900791.22,5778.74,67177.12,45255.35,14.16,13.55,975.98,4377.22,14059.99,18950.66,2889.88,10.33,AUD,1.31,1245019.96,204096279.68,42910.18,204058722.70,27655771.25,7149.70,15765.92,32500.94,7028.47,991.31,204066742.48,204059592.78,176403821.52,4635.17,2324461.00
1185,TataModel_17,2019,Japan,5757,103046812.87,16642060.28,17135.51,24828.17,17899.39,16.15,18.14,730.28,19573.98,2372.65,4246.93,6866.16,4.72,AUD,0.92,-2050631.58,103026508.61,70233.95,102976578.92,18692691.85,14453.32,16826.62,22054.32,4310.22,3260.18,102984149.32,102969696.00,84277004.15,4586.56,4641131.00
1186,TataModel_17,2020,Japan,2606,105161306.60,19244519.11,11999.09,72305.79,40353.53,18.30,15.07,1490.79,20177.92,12141.30,9903.06,721.96,3.74,JPY,0.78,3396710.20,105139637.89,38867.13,105122439.47,15847808.90,11324.74,52357.55,58678.18,4730.31,4199.41,105131369.19,105120044.45,89272235.54,3798.16,3578810.00
1187,TataModel_17,2021,Japan,859,18490454.91,1525462.53,4233.44,59365.70,21525.56,8.25,17.38,987.60,19479.92,3641.98,16859.97,6658.31,8.54,JPY,0.54,-1688178.53,18469987.39,95122.80,18395332.11,3213641.06,4876.41,112283.19,58030.15,1402.72,2280.70,18399015.53,18394139.12,15180498.06,4432.29,3120919.00
1188,TataModel_17,2022,Japan,3995,257048525.00,17787757.93,18782.27,38019.06,64342.56,6.92,11.29,611.26,14924.69,13753.20,15417.14,1309.85,6.35,AUD,1.40,-11233020.54,257032989.05,47189.53,257001335.47,29020778.47,6722.74,55354.92,30396.43,4082.01,1050.23,257006467.71,256999744.97,227978966.49,1666.77,3527224.00
1189,TataModel_17,2023,Japan,1691,36821505.40,10100138.93,13928.10,41430.37,21774.99,27.43,7.51,1221.57,10457.24,9184.63,10273.79,5178.24,5.91,EUR,0.52,7334843.88,36809826.59,36198.44,36785306.96,2765295.06,8956.28,47094.04,10759.79,6836.42,5803.46,36797946.84,36788990.56,34023695.50,1113.63,3747237.00
1190,TataModel_17,2024,Japan,6348,372535615.70,106135396.91,7469.36,70672.23,58685.51,28.49,12.91,698.87,9252.57,8671.91,2796.10,5865.03,3.23,GBP,1.08,58041048.93,372525664.26,20197.54,372515418.16,48094347.99,5087.58,64494.55,12797.29,8678.68,1957.58,372526054.42,372520966.84,324426618.85,2064.02,2116833.00
1191,TataModel_18,2015,India,6988,402922304.19,47021032.90,10110.96,43520.45,57659.17,11.67,10.61,1382.27,6364.90,7297.82,18947.73,3357.61,11.93,GBP,1.44,4270976.42,402914557.02,39915.69,402882388.50,42750056.47,5844.37,49558.69,24574.50,2156.37,4386.85,402888931.72,402883087.35,360133030.88,4381.68,1185469.00
1192,TataModel_18,2016,India,2044,86599791.38,13985866.31,5329.11,59890.54,42367.80,16.15,13.51,470.27,23598.26,6342.13,14265.76,5385.38,10.81,INR,1.23,2286234.49,86575722.85,86132.79,86513658.59,11699631.82,14618.31,86216.13,54357.17,6241.65,5095.18,86524995.42,86510377.11,74810745.29,1978.76,3296212.00
1193,TataModel_18,2017,India,2875,196255894.09,25689896.54,10045.14,74943.18,68262.92,13.09,18.91,1471.40,21011.78,10789.06,17878.28,5607.44,8.48,GBP,1.40,-11422093.04,196233410.91,76610.87,196179283.22,37111989.57,8778.60,111436.05,50955.33,7998.51,7145.99,196194427.72,196185649.12,159073659.55,2007.34,1186032.00
1194,TataModel_18,2018,India,685,44037379.74,10494107.59,13858.70,74301.06,64288.15,23.83,8.55,669.42,24217.45,8314.85,2055.38,4060.62,7.95,GBP,0.65,6728911.62,44012492.87,36260.58,44001119.16,3765195.97,10970.38,90207.11,55688.65,3681.06,6626.53,44011426.75,44000456.37,40235260.40,4315.48,1833868.00
1195,TataModel_18,2019,India,2826,129620873.21,12832466.45,11531.27,45337.25,45867.26,9.90,10.66,874.71,9803.80,10483.17,13415.80,7949.25,6.12,USD,0.82,-985118.64,129610194.70,20432.04,129600441.17,13817585.08,5433.18,10110.85,45257.39,10920.01,5714.29,129617075.47,129611642.29,115794057.20,4934.43,2838999.00
1196,TataModel_18,2020,India,2207,14275278.15,3426066.76,6816.76,57401.37,6468.18,24.00,13.58,628.92,5066.49,7259.97,13743.25,1405.11,7.14,JPY,1.32,1487483.98,14269582.74,38812.13,14236466.02,1938582.77,13065.91,80500.36,10171.85,6184.59,6052.94,14248703.55,14235637.64,12297054.87,4978.24,3909753.00
1197,TataModel_18,2021,India,4579,78730359.04,18548872.59,9227.18,21345.30,17193.79,23.56,7.86,702.50,19857.70,9773.60,14001.33,7398.98,5.19,GBP,0.58,12360666.37,78709798.84,11146.65,78719212.39,6188206.22,4404.60,11444.75,43956.69,11379.91,6350.78,78736943.08,78732538.48,72544332.26,2045.69,3868676.00
1198,TataModel_18,2022,India,544,9616821.07,695296.16,17813.51,36845.44,17677.98,7.23,14.79,727.89,22044.56,5232.62,15956.99,7244.80,8.06,USD,1.20,-727031.67,9594048.62,35394.27,9581426.80,1422327.84,5318.09,68876.59,11355.19,6327.80,4199.17,9591953.77,9586635.68,8164307.84,4153.82,4855646.00
1199,TataModel_18,2023,India,6177,73892042.09,18251334.40,10757.86,65644.21,11962.45,24.70,19.10,521.43,12498.42,3056.88,18459.71,1784.83,8.67,AUD,0.57,4137954.36,73879022.24,95227.36,73796814.73,14113380.04,8105.45,27277.04,43756.49,5617.37,5295.20,73807727.30,73799621.85,59686241.81,1460.29,1076299.00
1200,TataModel_18,2024,India,490,6922034.12,1101295.63,14458.91,43602.57,14126.60,15.91,15.92,286.48,7762.01,6219.39,3580.32,7270.25,5.63,EUR,0.78,-692.20,6913985.63,76226.02,6845808.10,1101987.83,8634.13,119341.21,39554.29,9158.37,5684.64,6860651.11,6852016.98,5750029.15,1263.71,1303660.00
1201,TataModel_18,2015,USA,2172,27295328.24,7465272.27,13934.14,39055.68,12566.91,27.35,13.61,955.85,5762.29,3923.18,9815.25,4811.98,10.05,USD,1.07,3750378.10,27288610.10,90477.20,27204851.04,3714894.17,4722.26,57017.64,8218.37,8294.63,2808.56,27215954.23,27211231.97,23496337.79,1850.07,3106443.00
1202,TataModel_18,2016,USA,6846,347751169.75,27993969.16,9922.68,69826.96,50796.26,8.05,13.71,458.87,13965.06,9187.45,11103.88,3278.67,8.72,GBP,1.09,-19682716.21,347736745.82,90280.65,347660889.10,47676685.37,4795.44,84317.32,54998.25,10903.54,7212.55,347679005.19,347674209.75,299997524.38,1923.54,2565458.00
